original_text,translated_text,experience
फोन ज्यादा एप्लीकेशन्स खोलने समय लग ।,The phone took time to open more applications.,neutral
बड़ी डिस्पले स्क्रीन सेल्फी कैमरा ।,Big display screen selfie camera.,positive
तुरंत फूहड़ हास्यास्पद स्थिति सृजन जबरन हंसाने कोशिश ।,Immediately trying to make a forced ridiculous position creation.,negative
अन्य एप्प्स 1 gb फ्री क्लाउड स्टोरेज ऑफिस ड्रॉप शामिल ।,Other apps include 1 GB Free Cloud Storage Office Drop.,neutral
"हमने फ्रूट निंजा , एग्री बर्ड तथा टर्बो प्लाई परखा तथा सहज ढंग काम ।","We tested fruit ninja, agri bird and turbo ply and easy manner.",neutral
कीमत 150 डॉलर ।,Price $ 150.,neutral
"सोनी एक्सपीरिया टेबलेट जेड समय भारत उपलब्ध सर्वोत्तम एंड्रायड टेबलेट , खरीद ।","Sony Xperia Tablet Z India available best Android Tablet, Purchase.",positive
"अतः हेंडसेट भूल गए परेशान क्योंकि स्पीकर माहौल काफी तेज आवाज देते , आवाज स्पष्ट तथा चुका विजुअल इतने अच्छे सांस थम जाए निश्चित रूप डिवाइस मूवी देखने आनंदित होंगे ।","So the handset forgot the handset because the speaker atmosphere gives a very loud voice, the voice clear and the visuals will stop such a good breath.",positive
हमें कैमरे लेकर आशा शायद बार कंपनी थोड़ा बदलाव करे ऐसा दिखा ।,We saw the camera a little change with hope.,negative
वर्ष 1889 उपरोक्त चारों आर्चवे घड़ियां लगाई गई थीं ।,The year 1889 The above four archae watches were installed.,neutral
वेट 160 ग्राम कैनन पॉवर शॉट एसएक्‍स 360 ग्राम वेट काफी हल्‍का ।,Wet 160 grams of canon power shot Sax 360 grams of weight is quite light.,positive
"सच्चार्इ अतिरिक्त सब उच्च गुणवत्ता मैंने महसूस साधारण सोर्स कम पायेगा , यहां प्रारंभिक अनजान व्यक्ति","True extra high quality I feel will find less simple source, initial unknown person here",neutral
7इंच डिस्प्ले किनारे काला बेज़ेल ।,7 inch display shore black bezel.,neutral
एलजी स्मार्ट फ्रिज कैमरा लगा उसमें रखे सामान नजर रखता ।,LG Smart Fridge camera kept the stuff kept in it.,neutral
सहज टच स्क्रीन खासियत ।,Spontaneous touch screen specialty.,positive
चौड़ी पत्ती पेड़ों जगह अब नुकीली पत्ती पेड़ो ले ली ।,"Wide leaf trees, now took the pointed leaf trees.",neutral
यहां समुद्री बीच भव्य दृश्य हर सैलानियों लुभाते ।,Marine beach beautiful views here entice every tourists.,positive
पांच मिनट गेम खेलने डिवाईस गरम शूरू ।,Five minutes of game play device starts hot.,negative
"रेट्रो लुक वाला डिज़ाइन , उपयोग सहज स्मार्टवॉच ।","Retro look design, use spontaneous smartwatch.",positive
उत्तराखंड नैनीताल निकट हिमालय पहाड़ियों स्थित जिम कार्बेट नेशनल पार्क विभिन्न वन्यजीवों वनस्पतियों जाना जाता ।,"Jim Corbett National Park, located in the Himalayan hills near Uttarakhand Nainital, was known as various wildlife flora.",neutral
विक्डलीक वाम्मी 7 एंड्रॉयड 40 आता ।,Wickedlik Vammi 7 Android 40 arrives.,neutral
जी वॉच आर मुक़ाबले कम आकर्षक ।,G Watch and Makababal less attractive.,negative
ambilight कारण ज्यादा देर tv देखते वक्त आंखों जोर कम पड़ता ।,The eyes would have less vigor while watching TV for a long time.,positive
तीन चार दिनों डिवाइस फीचर्स यूज कोशिश करेंगे आपको डिवाइस खासियत समझ आना शुरु होगी ।,"Three to four days, device features will try to use you, you will start to understand the device specialty.",positive
"मशहूर डिजाइन एंटोनियो आईवाच 2 नई डिजाइन तैयार , जिसके अनुसार नई आईवॉच 2 32 जीबी मैमोरी वाईफाई , ब्‍लूटूथ फ्रंट कैमरे सुविधा दी गई होगी ।","Famous design Antonio Iwach 2 new design prepared, according to which the new iwatch 2 32 GB memory WiFi, Bluetooth front camera facility would have been provided.",positive
फ्यूल 60 यूएसपी बैटरी बैकअप ।,Fuel 60 USP battery backup.,positive
फोन गजब दिखता ।,The phone looked amazing.,positive
"चूंकि टैबलेट बेहतरीन ग्राफिक्स चिप , एप्प लोड खुद 26 सैकेंड ले लेते ।","Since the tablet would take the best graphics chip, app load itself 26 seconds.",neutral
शहर भीड़भाड़ दूर धनौल्टी घने जंगल हनीमून कपल काफी सुकून मिलती ।,The city was crowded far away Dhanaulti dense forest honeymoon couple.,positive
हालांकि गोंबर गुजराती एसेंट परेशानी किरदार बने रहने प्रयास अच्छा ।,Although Gonbar Gujarati Essent Efforts are to be a good attempt.,positive
दोनों बटन सख्त प्लास्टिक बने सस्ते दिखते दबाने सख्त फोन अनलॉक समय पावर बटन देर रिस्पाँस ।,Both buttons become strict plastic and pressing cheap phone strict phone unlock time power button late response.,negative
"फिल्म हिंसा , फिल्म थीम मुताबिक अनगढ़ , जरूरी हिंसक ।","Film violence, uninterrupted according to the film theme, essential violent.",neutral
"सिम कार्ड 3जी नेटवर्क कनेक्ट विकल्प , टैबलेट बड़ी कमजोरियों , क्योंकि ज्यादातर लोग अच्छी स्पीड चलते इंटरनेट 3जी नेटवर्क उपयोग ।","SIM card 3G network connect options, tablets large weaknesses, because most people use good speed internet 3G network.",negative
डिजिफलीप प्रो xt811 धातु फ्रेम मजबूती देता ।,Digifleep Pro XT811 Metal Frame strengthens.,positive
ips डिस्प्ले एंटी ग्लेयर ।,IPS display anti -glare.,neutral
फुल एचडी विडियो बिना प्रॉब्लम चल जाता ।,Full HD video would go on without problem.,positive
आपके सोते हाथ मूवमेंट देखकर डिवाइस डीप स्‍लीप ऑटोमेटिक चली जाएगी ।,"Seeing your sleeping hand movement, the device will go to the deep sleepers automatic.",neutral
मराठी हिन्दी गुजराती अंग्रेजी फिल्म बात अलग ढंग सामने आती ।,Marathi Hindi Gujarati English film talk would have been revealed.,neutral
डिवाइस मेटालिक बॉडी बाकी डिवाइस उत्तम बनाती ।,The device metallic body makes the rest of the device best.,positive
"ब्रांड न्यू प्लेस्टेशन एप्प शामिल आपको प्ले स्टेशन नेटवर्क लॉग इन मदद , आपके प्रोफाइल टैब बनाये रखता वेट फॉर इट आपको कनेक्ट तथा स्मार्टफोन प्लेस्टेशन 4 गेम्स खेलने मदद ।","Brand New PlayStation App includes play station network log in help, keeping your profile tabs Weight for It Connect and Smartphone Playstation 4 Games.",positive
"कमी , एंड्रायड अपडेट मिलने देरी सकती , अन्दर सिर्फ 16 जीबी स्टोरेज ।","Decrease, Android update can be delayed, only 16 GB storage inside.",negative
यहां तीर्थयात्रियों तांता लगा रहता ।,Here pilgrims would have been pilgrims.,positive
हिस्से घटनाएं तेजी घटती ।,Part events decreased rapidly.,neutral
एक्सपीरिया टेबलेट जेड सोनी एक्समोर टेक्नोलॉजी युक्त 81 मेगापिक्सेल कैमरा ।,Xperia Tablet Z Sony Examor Technology 81 megapixel camera.,neutral
"क्योंकि , कंपनी काफी कम कीमत दे रही , थोड़े ज्यादा देने वाली बात साबित ।","Because, the company is giving a very low price, a little more than giving.",positive
990 कश्मीर आम्र्ड फोर्सेज स्पेशल पॉवर एक्ट लागू सेना दमन नियंत्रण वहां सामाजिक राजनीतिक स्थिति बेकाबू गई ।,990 Kashmir Amazed Forces Special Power Act Applied Army Daman Control became social political situation.,neutral
3 मेगापिक्सेल रियर कैमरा 720पी वीडियो रिकार्डिंग ।,3 megapixel rear camera 720p video recording.,neutral
कॉवन र्इएच2 परफॉर्मेंस आश्चर्यजनक मजेदार बात 25k हेडफोन्स करीब 8k बैंड मुकाबले अधिक ।,Cowan EH2 Performance Amazing funny talk 25k headphones more than 8k bands.,positive
इतना बल्कि स्मार्ट गद्दे सोने आपको गर्मी लगेगी सर्दी ।,This is how much smart mattress gold will make you win a winter.,neutral
"विंडोज 10 अपग्रेड टेबलेट 7इंच एचडी ips डिस्प्ले , क्वाड कोर इंटेल एटम प्रोसेसर काम ।","Windows 10 upgrade tablet 7 inch HD IPS display, Quad Core Intel Atom Processor Work.",neutral
मोटो जी लगभग हर प्रकार वीडीयो बिना कीसी समस्या चलाए ।,Moto G almost every way the video should run without any problem.,positive
टेबलेट अब सिक्योर मानी जाने वाली वॉयस एंड डाटा एंक्रिप्शन सॉल्युशन तकनीक काम ।,Tablet is now considered secure voice and data encryption solution technology work.,neutral
"हां , दूने ज्यादा तेज़ ।","Yes, double faster.",positive
"दूर दूर फैले खूबसूरत चाय बागान , हरी भरी घाटियां , वर्ष भर सुहाना मौसम , ऊंची ऊंची चोटियां , अभयारण्य , प्राकृतिक खुशबू भरी हवा अलावा बाकी सब आपकी हनीमून यादगार बना ।","Beautiful tea gardens spread far away, green valleys, pleasant weather throughout the year, high peaks, sanctuaries, natural fragrance, besides your honeymoon, all the rest of the air became memorable.",positive
फोन वजन मात्र 120 ग्राम मोटाई 99 मिलीमीटर ।,Phone weight only 120 grams thickness 99 millimeters.,positive
हिंदी फिल्मों इतिहास विषय अनेक फिल्में इंसान पैदाइशी अच्छा बुरा ।,Hindi films History History Theme Many films Human Best bad.,neutral
"टेबलेट मूल रूप एमओवी फाइल्स चला पाता , निराशाजनक ।","The tablet is basically able to run the MOV files, disappointing.",negative
इसलिए इंतजार कभी इतना ज्यादा लगता ।,So the wait would ever seem so much.,neutral
क्‍लासी बैकलिट कीबोर्ड ।,Classy Bachalit Keyboard.,positive
170 ग्राम वजन फोन माप 1448 गुणा 728 गुणा 102 मिमी ।,170 grams weight phone measurement 1448 times 728 times 102 mm.,neutral
बनावट डिज़ाइन संतोषजनक ।,Texture Design Satisfactory.,neutral
किला शिल्प निर्माण प्रसिद्ध ।,Fort Crafts Famous.,positive
कारण मिलाकर फिल्म आपको निराश करती ।,The film would disappoint you by joining the reason.,negative
ब्रोकन हॉर्सेस वर्ष 1989 आई क्लासिक फिल्म परिंदा रीमेक ।,Broken Horses year 1989 came to Classic Film Parinda remake.,neutral
मिलाकर परफॉरमेंस बेहतरीन ।,Performance excellent by mixing.,positive
वीडियो चैटिंग केवल सामने वाला 2 मेगापिक्सल रेजोल्यूशन कैमरा लगा ।,Video chatting only installed the front 2 megapixel resolution camera.,neutral
"वाई फाई बदलाव इजाफ़ा , जिसके लैग स्लटर काफी कम गए ।","Wi -Fi change increases, whose lag slutors were much reduced.",positive
गैलेक्सी नोट 800 ऑपरेटिंग सिस्टम सैमसंग टचविज़ यूजर इंटरफ़ेस स्किन ।,Galaxy Note 800 operating system Samsung Touchwiz user interface skin.,neutral
"ड्युल सिम ऑप्‍शन फोन 10,199 आकर्षक दाम लांच ।","Duel Sim Option Phone 10,199 attractive price launch.",positive
"देखने रेट्रो लुक नए कैमरे एमोल्‍ड 3 इंच स्‍क्रीन दी गई 768,000 डॉट्स सपोर्ट करती ।","Watching Retro Look The new camera would support 768,000 dots given 3 -inch screen.",neutral
फि्लपअप डिस्पले आए कैमरे दूसरों फोटो खींचने अलावा खुद सेल्फी ले ।,Filpup display cameras and take selfies and take a selfie.,neutral
अर्जुन रामपाल रणबीर कपूर समर्थ अभिनेता ।,Arjun Rampal Ranbir Kapoor Samarth actor.,positive
हरियाली घिरे अलावा अभयारण्य जीवजन्तुओं प्रसिद्ध ।,"In addition to the greenery surrounded, sanctuaries are famous.",positive
"यूनाइट 2 कैमरा मामले बेहतर , जिसकी वजह लोग लेने फैसला ।","Unite 2 camera cases are better, due to which people decide.",positive
किला 7वीं 16वीं शताब्दी सत्ता महत्वपूर्ण केंद्र ।,Fort 7th 16th century power important center.,positive
गरम इतना गरम इस्तेमाल असुविधा लगे ।,Hot use so hot use discomfort.,neutral
"ऐप फीचर फीचर्ड टीईडी टॉक्स ” माध्यम विडियोज़ आनंद पसंद अनुसार महत्ता दिनांक अनुसार उठा , ऐप विडियोज़ महता डेट हिसाब रखा ।","App feature features featured TED Tox “Medium video woke up according to Anand, according to the date, the app video was kept account.",positive
हमने महसूस डिवाइस गेम चलाते समय एचडी मूवी देखते समय हल्का सा गर्म जाता ।,We felt the device used to have a slight warm when watching HD movie while running the game.,neutral
बैंड बनाने सिलिकॉन प्रयोग जबकि बैंड ऊपरी परत स्‍टैंनलेस स्‍टील ।,Band making silicon use while band upper layer stainless steel.,neutral
मुन्नार सुन्दरता इतनी अधिक ईश्वर देश जाता ।,Munnar beauty goes so much God.,positive
पी6220 यूजर पहली नजर आकर्षित लेता ।,The P6220 users would have attracted the first sight.,positive
टैबलेट ब्लूटूथ bluetooth वाईफाई wifi सपोर्ट अतिरिक्त सिम कॉलिंग फंक्शन सहित 3जी 3g सिम सपोर्ट मौजूद ।,3G 3G SIM support including Tablet Bluetooth Bluetooth WiFi WiFi support additional SIM calling function.,neutral
"सब बेहतरीन , सर्वोत्तम परफॉरमेंस , बेहतरीन डिस्प्ले , आश्चर्यजनक रूप अच्छा कैमरा , तेज़ वाई फाई शानदार एप्स वाली बड़ी लाइब्रेरी ।","All best, best performance, best display, amazing look good camera, fast Wi -Fi with great apps with great apps.",positive
इसको भरतपुर पक्षी विहार नाम जाना जाता ।,It was known as Bharatpur Bird Vihar.,neutral
"169 1610 पहलू अनुपात जगह आई टैब 43 अनुपात , वर्गाकार बनाता ।","169 1610 aspect ratio place I tab 43 ratio, square.",neutral
आपने कितनी बार डिजाजस्टर मूवी देखी होगी ।,How many times you must have seen a designer movie.,neutral
हालांकि दूसरा डिवाइस मोटो 360 लुक खुद बेहतर साबित तथ्य सिर्फ लुक घड़ी पहनी जाती ।,However the second device Moto 360 look itself better proven facts are just the look clock.,positive
बेहतर परफोर्मेश 22 गीगाहर्त्ज क्वॉडकोर प्रोसेसर तथा 2जीबी रैम दिए गए ।,Better performance 22 GHz quadcore processors and 2 GB RAM were given.,neutral
फोनपैड तुलना नेक्सस 7 सैमसंग गैलेक्सी टैब 2 पिछला हिस्सा प्लास्टिक फील देता चीप लगता ।,Phonepad Comparison Nexus 7 Samsung Galaxy Tab 2 The previous part would give plastic feel.,positive
तुरंत हमने बीच बगी ब्लिट्ज़ आधे घंटे लगातार चलाया उससे बैट्री 87 % 81 % उतरी ।,"Immediately we ran the middle blitz for half an hour continuously, the battery 87 % 81 %.",neutral
डिवाइस इंटरनेट कनेक्ट वाईफाई 3जी प्रयोग करती ।,The device used Internet Connect WiFi 3G.,neutral
"91 mm et701 पतला , बढ़िया प्लास्टिक स्क्रैच प्रूफ पिछला हिस्सा वजह अच्छी पकड़ देता ।","91 mm ET701 thin, good plastic scratch proof would have catch the rear.",positive
"कार्बन टाइटेनियम ओक्टेन प्लस 2,000 mah बैट्री ड़ाली , शक्तिशाली प्रोसेसर कदम मिलाते संघर्ष करती नज़र आती ।","Carbon Titanium octaine plus 2,000 mAh battery dal, powerful processor was seen fighting.",negative
स्क्रीन hd दोगुना ज्यादा बेहतर क्वालिटी ।,Screen HD double better quality.,positive
अभिनय प्रवाह ध्यान देना चाहिए ।,Acting flow should be noted.,neutral
स्थलों बोधगया ।,Sites Bodh Gaya.,neutral
बैटरी केवल 2100 एमएएच जिससे दिन भर बिना चार्जिंग चलाना शायद संभव पाए ।,The battery is only 2100 mAh so that it may be possible to run without charging throughout the day.,negative
टेबलेट बेंचमार्क स्कोर मामले अब तेज़ डिवाइस साबित ।,Tablet benchmark score case now proved to be fast device.,positive
कारण सही मुद्दों सही तरीके डील ।,Causes the correct issues correct manner deals.,positive
जियाओमी बैंड mi fit एप वर्क ।,Xiaomi Band Mi Fit App Work.,neutral
शीतकालीन पर्यटन बढ़ावा देने स्थानीय टूर ट्रैकिंग एसोसिएशन कोशिशें शुरू दी ।,Local Tour Tracking Association efforts started to promote winter tourism.,neutral
बोधगया जाने आपको रेलवे स्टेशन एयरपोर्ट उतरना होगा ।,"To go to Bodh Gaya, you have to land the railway station airport.",neutral
"डिवाइस पकड़ने मुश्किल आती हां , पकड़ने आपको दोनों हाथों जरूरत पड़ेगी ।","It was difficult to catch the device, yes, catching you will need both hands.",neutral
खास बात पानी उतरकर तस्वीरें खींचने कैमरा बिगड़ता ।,The special thing would go to the camera to take pictures and take pictures.,positive
"टेबलेट हिस्से माइक्रो यूएसबी पोर्ट , सिम कार्ड स्लॉट माइक्रो एसडी कार्ड स्लॉट ।","Tablet part micro USB port, SIM card slot micro SD card slot.",neutral
बेहतर सेलफोन प्रयोग दूसरो जासूसी चाहते क्योंकि एप्प केवल इतना यूजर मोबाइल फोन रजिस्ट्रेशन जुड़ी जानकारी देता यूजर प्रयोग किए जाने सेल्युलर सेवादाता जानकारी देता ।,Better cellphone experiments want other espionage because the app provides only so much user mobile phone registration information.,neutral
पूरी दुनिया प्रचार प्रसार ।,The whole world is promoted.,neutral
वैसे उद्देश्य लगा ।,Well the purpose was.,neutral
बनावट हमारी शिकायत ।,Texture our complaint.,neutral
खूबसूरत दिखने वाला शानदार कैमरा जल्द 249 डॉलर कीमत बाजार उपलब्ध वाला ।,Beautiful looking brilliant camera is soon available at $ 249.,positive
चलते फोन नेवीगेशन तेजी पाएगा ।,Moving phone navigation will be accelerated.,negative
ग्राफिक्स क्वालिटी काफी अच्छी ।,Graphics quality quite good.,positive
फोन बड़ी कमजोरी यूएसबी पोर्ट ।,Phone big weakness USB port.,negative
स्क्रीन 1920 * 1280 पिक्सल रेजोल्यूशन देती ।,The screen 1920 * 1280 pixels resolution.,neutral
"led पीछे स्पीकर्स दूसरा सर्किट , इनमें ऑडियो पोर्ट , usb पोर्ट , 2 hdmi पोर्ट vga पोर्ट शामिल ।","LED rear speakers include second circuit, including audio ports, USB ports, 2 HDMI port VGA port.",neutral
कसौली हिमाचल प्रवेश द्वार,Kasauli Himachal entrance,neutral
निर्देशक फुवाद खान भारतीय संदर्भ यहूदी मुसलमान चरित्रों मूल कहानी हिंदी मुसलमान चरित्रों बदल ।,Director Fawad Khan Indian reference Jewish Muslim characters change the original story Hindi Muslim characters.,neutral
हालांकि महज 13 मेगापिक्सल कैमरा वजह हम उम्दा परिणाम उम्मीद परफॉर्मेंस उम्मीद मुताबिक ।,"However, only 13 megapixel camera because we expect the best results as expected.",neutral
किट दिए गए हेडसेट गुणवत्ता अच्छी वॉल्यूम फुल बावजूद कमी आती ।,Kit given headset quality good volumes would decrease despite full.,positive
अच्छी स्ट्रीमिंग क्वालिटी ।,Good streaming quality.,positive
जॉम्बी जोनर बनने वाली फिल्म ग्लैमरस क्योंकि वैंपायर बेस्ड फिल्म ।,Glamorous film Glamorous because Vampire based film.,neutral
कैमरे सीमित सेटिंग्स दी गई समयांतराल सेटिंग शटर बटन दबाने क्लिक विलंबित तथा ह्वाइट बैलेन्स विकल्प दिए ।,Camera Limited Settings Give Timeral Setting Shutter button Clicking Click Delayed and White Balance options.,neutral
"स्क्रीन ओलियोफोबिक स्क्रीन गार्ड , फिंगर ऑयल मार्क बचाता ।","Screen Oleophobic Screen Guards, Finger Oil Mark saves.",neutral
दिखने आईफोन 6 लगने मैजू एम1 नोट काफी आकर्षक स्मार्टफोन ।,Visit iPhone 6 Laga Magu M1 Note is quite attractive smartphone.,positive
"डिसप्ले , अच्छा बैकअप अौर सहज इंटरफेस ।","Display, good backup and spontaneous interface.",positive
अतिरिक्त अन्य पुरास्थल ।,Additional other retires.,neutral
"एसर आइकोनिया tft lcd कैपेसिटिव टचस्क्रीन 800 x 1280 पिक्सल रेजोल्यूशन , 149 ppi पिक्सल घनत्व 350 निट्स ब्राइटनेस ।","Acer iconia TFT LCD capacitive touchscreen 800 x 1280 pixels resolution, 149 ppi pixel density 350 Nits brightness.",neutral
साल चौथा वर्ज़न पेश बावजूद एपल आईपैड बादशाहत बरक़रार ।,"The Apple iPad Badshaht, despite the fourth version of the year, intact.",positive
सानासर रोड पटनीटॉप छह किलोमीटर दूरी स्थित माधाटॉप स्कीइंग बेहतरीन जगह ।,"Madhatop Skiing, the Sansar Road Patnitop six kilometers away, the best place.",positive
"8जीबी रैम,512जीबी हार्डडिस्क इंटेल कोर एम 5वाइ10 प्रोसेसर ।","8 GB RAM, 512 GB Harddisk Intel Core M5 Wi 10 Processor.",neutral
कंपनी एप्स स्टोर आज बढ़कर म्यूजिक एप्लिकेशन ।,Company Apps Store today increased music application.,positive
वाटर रस्सिटेंस आईपी 68 घंटे मीटर गहरे पानी रखा,Water ropes IP 68 hours meters deep water,neutral
गेम साइज करीब 1 जीबी अगर वाईफाई मदद गेम डाउनलोड ज्‍यादा बेहतर होगा ।,Game size around 1 GB if WiFi help game download will be better.,neutral
गुण डिवाइस उम्मीद अच्छी कार्यक्षमता प्रदान ।,Properties provide good functionality expectation.,positive
खारदुंग ला दर्रा लेह 40 किमी दूर खारदुंग ला दर्रा मध्य एशिया कशगर लेह जोड़ने वाला ऐतिहासिक मार्ग ।,Khardung La Pass Leh 40 km away Khardung La Pass Central Asia Kashgar Leh connecting the historic route.,positive
माइक्रोमैक्स केनवस ज्यू2 स्मार्टफोन 3000 एमएएच जबरदस्त बैटरी दी गई ।,Micromax Kenavus Jue 2 smartphone 3000 mAh tremendous battery was given.,positive
"हालांकि , बाकी एंड्रॉइड टैबलेट्स तुलना भारी ।","However, the rest of Android tablets compared heavy.",negative
फोन ठीक ठाक क्वालिटी720पी वीडियो शूट सुविधा ।,The phone is fine quality 720p video shoot feature.,neutral
2जी 3जी दोनों नेटवर्क काम ।,Both 2G 3G network work.,neutral
घड़ी 12 ghz क्‍वाडकोर क्‍वालकम स्‍नैपड्रैगन 400 प्रोसेसर रन करती ।,The clock 12 GHz Cwadkor Qualakam Snapdragon 400 processor.,neutral
जीएसएम दूसरा सिम सीडीएमएस अथवा जीएसएम नेवर्क लगाया ।,GSM put second SIM CDMS or GSM.,neutral
"विशेषकर , स्टोर एप्पस , मूवीज , लाइक टीवी , एंटरटेनमेंट , गेम्स एजुकेशन सेक्शन ।","Especially, Store Apps, Movies, Like TV, Entertainment, Games Education section.",neutral
मिस्ट्री मनोरंजन अहसास बात मजबूती देता ।,Mystery entertainment feeling would have strengthened.,positive
पृष्ठभूमि आई अब छप्पन 2 अप्रासंगिक बचकाना प्रयास लगती ।,Background I now seems to be an irrelevant childish attempt.,negative
स्मार्टफोन 4g एलटीई सपोर्ट ।,Smartphone 4G LTE support.,neutral
जिंक साईड लगे बटन लेबल ।,Zinc Side Lag button Label.,neutral
"स्पार्टन वो वेब ब्राउजर , एक्सप्लोरर जगह विंडोज ऑपरेटिंग सिस्टम रखा ।","Spartan was the web browser, the explorer place Windows operating system.",neutral
यूजर वीजीए अथवा एचडीएमआई पोर्ट लगवाना चाहता 10 डॉलर 15 डॉलर अतिरिक्त देने होंगे ।,User VGA or HDMI Port wants to be installed $ 10 $ 15.,neutral
कंपनी डिवाइस बैटरी दमदार दी ।,Company device battery gave powerful.,positive
अन्य टेबलेट्स दिए गए 1280 x 800 पिक्सेल रेजोल्यूशन देखते टैब 2 रेजोल्यूशन थोड़ा निराशाजनक लगता ।,Other tablets given 1280 x 800 pixel resolution watching tab 2 resolution seems a bit disappointing.,negative
लोकप्रियता दर्शक भले आ जाएं ।,Popular viewers may come.,positive
"चमकदार सतह आसानी गंदे लैपटॉप दिखावट साफ इतना उंगलियों निशान , खरोंच , , समय समय कपड़े साफ होगा ।","The shiny surface ease dirty laptop appearance clean so much fingers, scratches, time time clothes will be cleaned.",negative
4k डिस्प्ले क्वालिटी मतलब hd 8 गुना बेहतर डिस्प्ले क्वालिटी वाला डिवाइस ।,4K display quality means HD 8 times better display quality device.,positive
कीबोर्ड कैपेसिटिव स्क्रीन बावजूद सामान्य दबाने जवाब देता ।,The keyboard capacitive screen would respond in spite of the normal pressing.,negative
हमें ख़ुशी लैपटॉप रैम पर्याप्त मात्रा ।,Happily laptop RAM us sufficient quantity.,positive
"मक्का मुस्लिम तीर्थ स्थलों दूसरा स्थान , इसलिए भारत मक्का जाता ।","Mecca Muslim pilgrimage sites second place, so India would go to Mecca.",positive
बैटरी लाइफ अगर बात हमें प्रभावित करती ।,If the battery life affects us.,negative
"हल्का तथा डाटा आपकी डिवाइस अंदरूनी रूप स्टोर रहते , जिसके कारण आपको एक्टिव जीपीआरएस कनेक्शन , एप्प प्रयोग लेना पड़ता ।","Light and data, your device stores the inner form, due to which you would have to use active GPRS connection, app.",positive
"कारण बस ओर भारी महसूस , दूसरी तरफ पकड़ने कोशिश पूरी हल्का महसूस ।","The reason is just feeling heavy, trying to catch the other side.",neutral
टैबलेट खास बात 2जी 3जी कॉलिंग यानी टैबलेटों जरूरी केवल 3जी सपोर्ट ।,Tablet special thing is 2G 3G calling i.e. tablets require only 3G support.,neutral
सॉफ्टवेयर अग्रणी कंपनी माइक्रोसॉफ्ट microsoft एंड्रॉयड डिवाइसों विधिवत रूप आधिकारिक आउटलुक एप्पलीकेशन जारी ।,Software leading company Microsoft Microsoft Android devices duly release official outlook application.,neutral
"वीडियोकॉन टैब vt75c 1 गीगाहर्ट प्रोसेसर , एंड्रायड 41 जैलीबीन 2मेगापिक्‍सल रियर कैमरा ।","Videocon Tab VT75C 1 GHz processor, Android 41 Jellybin 2 megapixel rear camera.",neutral
अजमेर शहर बीच सुंदर कृतिम झील यहां रमणीक स्थल ।,Beautiful Kritim Lake Beautiful Lake Between Ajmer city.,positive
प्रकृति मनाली श्रृंगार खुले हाथों ।,Nature Manali makeup open hands.,positive
"कंपनी कीमत 42,000 रुपए तय ।","Company price fixed at Rs 42,000.",neutral
"राजगीर पांच पहाड़ियों नाम विपुलगिरि , रत्‍‌नागिरि , उदयगिरि , स्वर्णगिरि वैभारगिरि ।","Rajgir five hills named Vipulgiri, Ratnagiri, Udayagiri, Swarnagiri Vaibhargiri.",neutral
प्राचीन काल शहर प्रयाग बहु यज्ञ स्थल नाम जाना जाता ।,Ancient times the city of Prayag Bahu Yajna is known as the name.,neutral
एप्पल आईफोन 5एस फिंगरप्रिंट सेंसर कैमरे सैफाइअर ग्लास कोटिंग इस्तेमाल ।,Apple iPhone 5S Fingerprint Sensor Camera Saifier Glass Coating Use.,neutral
स्मार्ट फंक्शन कमी बार सही नोटिफिकेशंस दे पाता ।,Smart function deficiency bar would have been given the correct notifications.,negative
"धुंआधार गर्म , यदा कदा डिस्प्ले आता , वायरलेस नेटवर्क कार्ड गड़बड़ी , डीवीडी रेकॉर्डर खराब ।","Smoke hot, sometimes the display comes, wireless network card disturbances, DVD recorders bad.",negative
ज़ोलो lt900 पीछे तरफ ड्यूल एलईडी फ्लैश बीएसआई सेंसर 8 मेगापिक्सल्स कैमरा ।,The Zolo LT900 rear dual LED flash BSI sensor 8 megapixel camera.,neutral
बाकी सब वही देता अन्य प्रमुख फोन फोन चौथाई कम कीमत प्रदान ।,The rest provides the other major phone phone quarter low price.,neutral
"फोनी बनावट काफी अच्छी , वास्तव कम कीमत वाली श्रेणी सर्वश्रेष्ठ ।","Funny texture quite good, actually low -priced category best.",positive
ब्रिटिश शासन दौरान अंग्रेजो मुन्नार दक्षिणी भारत गर्मियों रिजॉर्ट ।,The British Munnar South India Summer Resort during British rule.,neutral
57 इंच स्क्रीन इंजीनियरिंग बेहतर परफार्मेंस कह ।,57 inch screen engineering says better performance.,positive
पैसा वसूल ।,value for money .,positive
पहाड़ियों नज़दीक देखने श़ौकीन लोगों शिमला किन्नौर रास्ता चरम सुख देने वाला ।,Shimla Kinnaur path to see the hills close to the hills.,positive
युवाओं ज्यादा पसंद आए ।,The youth liked more.,negative
"लंबे समय जी हां , लंबे समय ऐसी फिल्म आई , हिंदी फिल्मों ढांचे रहते स्वस्थ मनोरंजन करती ।","Long time, yes, long time such a film came, Hindi films structure would have done healthy entertainment.",positive
"टैबलेट 4100 mah ली पॉलीमर बैटरी लगी , कागजी रूप अच्छी लगती ।","Tablet 4100 mAh Li polymer battery, paper looks good.",neutral
हां आने जैव विविधता करीब महसूस पाएंगे ।,"Yes, biodiversity will feel close.",positive
